Date,Open,High,Low,Close,Adj Close,Volume,Return
12/31/2008,8666.480469,8842.660156,8664.889648,8776.389648,8776.389648,226760000,
1/1/2009,8772.25,9088.05957,7909.029785,8000.859863,8000.859863,6261980000,-0.088365469
2/1/2009,8000.620117,8315.070313,7033.620117,7062.930176,7062.930176,7134360000,-0.117228611
3/1/2009,7056.47998,7931.330078,6469.950195,7608.919922,7608.919922,10561060000,0.077303574
4/1/2009,7606.129883,8307.509766,7483.870117,8168.120117,8168.120117,7795900000,0.073492717
5/1/2009,8167.410156,8591.929688,8099.310059,8500.330078,8500.330078,6734390000,0.040671532
6/1/2009,8501.530273,8877.929688,8259.429688,8447,8447,5524080000,-0.006273883
7/1/2009,8447.530273,9246.429688,8087.189941,9171.610352,9171.610352,4902340000,0.08578316
8/1/2009,9173.650391,9630.200195,9116.519531,9496.280273,9496.280273,4042210000,0.035399446
9/1/2009,9492.320313,9917.990234,9252.929688,9712.280273,9712.280273,4478480000,0.022745748
10/1/2009,9711.599609,10119.46973,9430.080078,9712.730469,9712.730469,5151150000,4.63533E-05
11/1/2009,9712.129883,10495.61035,9678.950195,10344.83984,10344.83984,3813550000,0.065080502
12/1/2009,10343.82031,10580.33008,10235.62988,10428.04981,10428.04981,4174040000,0.00804362
1/1/2010,10430.69043,10729.88965,10043.75,10067.33008,10067.33008,4424700000,-0.034591293
2/1/2010,10068.99023,10438.54981,9835.089844,10325.25977,10325.25977,4279660000,0.025620466
3/1/2010,10326.09961,10955.48047,10326.09961,10856.62988,10856.62988,4388530000,0.051463123
4/1/2010,10857.30957,11258.00977,10844.08984,11008.61035,11008.61035,4237550000,0.013998863
5/1/2010,11009.59961,11177.66992,9774.480469,10136.62988,10136.62988,5605690000,-0.07920895
6/1/2010,10133.94043,10594.16016,9753.839844,9774.019531,9774.019531,4941680000,-0.035772279
7/1/2010,9773.269531,10584.99023,9614.320313,10465.94043,10465.94043,4243320000,0.070791847
8/1/2010,10468.82031,10719.94043,9936.620117,10014.71973,10014.71973,4117550000,-0.04311325
9/1/2010,10016.00977,10948.87988,10016.00977,10788.04981,10788.04981,3764970000,0.077219343
10/1/2010,10789.71973,11247.59961,10711.12012,11118.49023,11118.49023,3787250000,0.030630228
11/1/2010,11120.29981,11451.53027,10929.28027,11006.01953,11006.01953,3808130000,-0.010115645
12/1/2010,11007.23047,11625,11007.23047,11577.50977,11577.50977,3252900000,0.051925243
1/1/2011,11577.42969,12020.51953,11573.87012,11891.92969,11891.92969,3681720000,0.02715782
2/1/2011,11892.5,12391.29004,11892.5,12226.33984,12226.33984,3220480000,0.028120765
3/1/2011,12226.49023,12383.45996,11555.48047,12319.73047,12319.73047,3851830000,0.007638478
4/1/2011,12321.01953,12832.83008,12093.88965,12810.54004,12810.54004,3321090000,0.039839311
5/1/2011,12810.16016,12876,12309.51953,12569.79004,12569.79004,3578020000,-0.018793119
6/1/2011,12569.41016,12569.49023,11862.53027,12414.33984,12414.33984,3876460000,-0.012366968
7/1/2011,12414.33984,12753.88965,12083.4502,12143.24023,12143.24023,3092480000,-0.021837618
8/1/2011,12144.21973,12282.41992,10604.07031,11613.53027,11613.53027,6203230000,-0.043621797
9/1/2011,11613.29981,11716.83984,10597.13965,10913.37988,10913.37988,4396520000,-0.060287473
10/1/2011,10912.09961,12284.30957,10404.49023,11955.00977,11955.00977,3907730000,0.095445214
11/1/2011,11951.53027,12187.50977,11231.42969,12045.67969,12045.67969,3263110000,0.007584262
12/1/2011,12046.20996,12328.46973,11735.19043,12217.55957,12217.55957,3071480000,0.014269007
1/1/2012,12221.19043,12841.9502,12221.19043,12632.91016,12632.91016,2981080000,0.033996199
2/1/2012,12632.75977,13055.75,12632.75977,12952.07031,12952.07031,2712170000,0.025264183
