Date,Open,High,Low,Close,Adj Close,Volume,Return
12/31/2008,86.809998,88.370003,86.629997,87.519997,67.622696,18703600,
1/1/2009,87.949997,90.900002,79.050003,80.080002,61.874146,618804900,-0.085009181
2/1/2009,79.139999,83.290001,70.370003,70.760002,54.766956,650954300,-0.114865262
3/1/2009,69.650002,79.300003,64.779999,75.839996,58.98571,604399800,0.077031011
4/1/2009,74.879997,83.059998,74.800003,81.669998,63.672184,393548200,0.079451006
5/1/2009,81.790001,85.970001,80.959999,85.389999,66.68235,320204500,0.047275997
6/1/2009,86.279999,89.019997,82.57,84.660004,66.307915,325483400,-0.005615204
7/1/2009,84.980003,92.480003,80.959999,91.669998,72.036438,274478600,0.086392748
8/1/2009,92.470001,96.82,91.400002,95.050003,74.800507,237236400,0.038370429
9/1/2009,94.599998,99.160004,92.629997,97.089996,76.674934,234513300,0.025059015
10/1/2009,96.919998,101.199997,94.199997,97.059998,76.788208,269299100,0.001477328
11/1/2009,97.400002,104.980003,96.82,103.580002,82.023117,224123900,0.068173345
12/1/2009,104.279999,105.639999,101.75,104.07,82.680733,169229700,0.008017447
1/1/2010,104.839996,107.230003,100.410004,100.550003,80.194496,229355400,-0.030070331
2/1/2010,101.209999,104.389999,98.360001,103.300003,82.387741,214258200,0.027349071
3/1/2010,103.669998,109.529999,103.580002,108.610001,86.843704,171222100,0.054085267
4/1/2010,109.239998,112.580002,108.5,110.099998,88.204269,212147400,0.015666824
5/1/2010,110.57,111.82,97.75,101.470001,81.356911,412859200,-0.077630687
6/1/2010,100.669998,105.959999,97.589996,97.730003,78.654579,282428800,-0.033215765
7/1/2010,97.75,105.93,96.169998,104.699997,84.417534,218440900,0.073269161
8/1/2010,106.080002,107.370003,99.370003,100.199997,80.861809,167266900,-0.042120693
9/1/2010,101.360001,109.519997,101.330002,107.910004,87.409508,125993800,0.080973937
10/1/2010,108.550003,112.550003,107.07,111.309998,90.32605,131885300,0.033366416
11/1/2010,111.68,114.629997,109.400002,110.169998,89.475876,140835200,-0.009412279
12/1/2010,111.68,115.980003,111.589996,115.629997,94.213539,124823300,0.052949054
1/1/2011,116.410004,119.940002,115.559998,118.599998,97.062386,171137800,0.030238191
2/1/2011,119.160004,123.639999,119.080002,122.150002,100.089737,132276200,0.031189744
3/1/2011,122.400002,123.580002,115.510002,123.019997,101.048759,192920200,0.009581622
4/1/2011,123.589996,128.119995,120.650002,128.039993,105.374527,126745900,0.04280872
5/1/2011,128.600006,128.630005,122.800003,125.5,103.378487,154591700,-0.018942339
6/1/2011,125.129997,125.18,118.489998,123.830002,102.339432,146290300,-0.010050979
7/1/2011,124.089996,127.370003,120.639999,121.129997,100.282539,146856200,-0.020098734
8/1/2011,122.739998,122.959999,105.940002,115.949997,96.080688,359056000,-0.041900126
9/1/2011,116.089996,117.029999,105.720001,108.93,90.608574,236814200,-0.056953318
10/1/2011,108.209999,122.580002,103.839996,119.339996,99.450462,210863300,0.097583348
11/1/2011,116.900002,121.75,112.139999,120.190002,100.319756,189762300,0.008740975
12/1/2011,120.010002,123,117.050003,121.849998,101.951836,135753500,0.01626878
1/1/2012,123.940002,128.130005,122.589996,126.07,105.799736,129418700,0.037742332
2/1/2012,127.07,130.369995,126.480003,129.289993,108.645828,131463300,0.026900748
