Date,Open,High,Low,Close,Adj Close,Volume,Return
12/31/2008,89.080002,90.970001,88.870003,90.239998,72.902092,193987200,
1/1/2009,90.440002,94.449997,80.050003,82.830002,66.915756,6872039400,-0.082114735
2/1/2009,81.57,87.739998,73.809998,73.93,59.72575,7275092500,-0.107448625
3/1/2009,72.519997,83.300003,67.099998,79.519997,64.241714,8813959700,0.075611675
4/1/2009,78.529999,89.019997,78.330002,87.419998,71.129372,6023006600,0.10721473
5/1/2009,87.440002,93.699997,86.720001,92.529999,75.28714,5195735600,0.058453602
6/1/2009,93.669998,96.110001,88.849998,91.949997,74.815224,5054855000,-0.006268215
7/1/2009,92.339996,99.830002,87,98.809998,80.850998,4295844600,0.080675746
8/1/2009,99.849998,104.349998,98.110001,102.459999,83.837608,3957574800,0.03693968
9/1/2009,101.949997,108.059998,99.57,105.589996,86.398689,3777956700,0.030548116
10/1/2009,103,110.309998,101.989998,103.559998,85.141289,4481700800,-0.014553462
11/1/2009,104.129997,111.739998,103.080002,109.940002,90.386574,3430866200,0.061606831
12/1/2009,110.919998,113.029999,109.019997,111.440002,91.619804,2883885800,0.013643951
1/1/2010,112.370003,115.139999,107.220001,107.389999,88.765427,3706842300,-0.031154585
2/1/2010,108.150002,111.580002,104.580002,110.739998,91.534454,4451912400,0.031194882
3/1/2010,111.199997,118.169998,111.169998,117,96.708801,3899688500,0.056528955
4/1/2010,117.800003,122.120003,117.099998,118.809998,98.609283,3887089700,0.019651593
5/1/2010,119.379997,120.68,104.379997,109.370003,90.77433,7413878800,-0.079454517
6/1/2010,108.349998,113.199997,102.879997,103.220001,85.669998,5706059600,-0.056231007
7/1/2010,103.150002,112.290001,101.129997,110.269997,91.956734,4725402000,0.07338317
8/1/2010,111.989998,113.18,104.290001,105.309998,87.82048,4541971600,-0.044980436
9/1/2010,106.730003,115.790001,106.660004,114.129997,95.175674,4035642500,0.083752605
10/1/2010,114.989998,119.760002,113.18,118.489998,99.340576,3767490800,0.043760152
11/1/2010,119.07,122.949997,117.589996,118.489998,99.340576,3983708900,0
12/1/2010,120.199997,126.199997,120.190002,125.75,105.427277,2722749900,0.061271046
1/1/2011,126.709999,130.350006,125.699997,128.679993,108.451126,2860314700,0.028681847
2/1/2011,129.460007,134.690002,129.380005,133.149994,112.218414,2820073500,0.034737196
3/1/2011,133.570007,133.690002,125.279999,132.589996,111.746445,4787459400,-0.004205807
4/1/2011,133.410004,136.570007,129.509995,136.429993,115.482285,2812718500,0.033431399
5/1/2011,137.070007,137.179993,131.380005,134.899994,114.187233,3337607300,-0.011214291
6/1/2011,134.509995,134.919998,126.190002,131.970001,111.7071,4710433400,-0.02171988
7/1/2011,132.089996,135.699997,127.970001,129.330002,110.01516,3840768000,-0.015146217
8/1/2011,130.839996,130.960007,110.269997,122.220001,103.96701,9050451800,-0.054975605
9/1/2011,122.290001,123.400002,111.300003,113.150002,96.251595,6188283200,-0.074210223
10/1/2011,112.489998,129.419998,107.43,125.5,107.309486,5721102000,0.114885275
11/1/2011,122.029999,128.020004,116.199997,124.989998,106.873421,5013586000,-0.00406362
12/1/2011,124.849998,127.260002,120.029999,125.5,107.309486,3848636100,0.004080201
1/1/2012,127.760002,133.399994,126.43,131.320007,112.998047,2883821400,0.053010793
2/1/2012,132.289993,138.190002,132.130005,137.020004,117.902817,2894582000,0.043405794
3/1/2012,137.309998,141.830002,134.360001,140.809998,121.164009,3057516200,0.027660001
4/1/2012,140.639999,142.210007,135.759995,139.869995,120.882614,3035644100,-0.002322431
5/1/2012,139.789993,141.660004,129.550003,131.470001,113.622864,4004156100,-0.060056196
6/1/2012,129.410004,136.270004,127.139999,136.100006,117.62439,3644886200,0.035217613
7/1/2012,136.479996,139.339996,132.600006,137.710007,119.632477,2864743300,0.017072029
8/1/2012,138.699997,143.089996,135.580002,141.160004,122.629616,2413590900,0.025052888
9/1/2012,141.039993,148.110001,140.130005,143.970001,125.070732,2391233500,0.019906415
10/1/2012,144.520004,147.160004,140.389999,141.350006,123.450134,2719915500,-0.012957452
11/1/2012,141.649994,143.720001,134.699997,142.149994,124.148811,3032769100,0.005659589
12/1/2012,142.800003,145.580002,139.539993,142.410004,124.375893,2889875900,0.001829111
1/1/2013,145.110001,150.940002,144.729996,149.699997,131.670029,2587140200,0.058645899
2/1/2013,150.649994,153.279999,148.729996,151.610001,133.350006,2581459300,0.012758993
3/1/2013,151.089996,156.850006,150.410004,156.669998,137.800568,2330972300,0.033375042
4/1/2013,156.589996,159.720001,153.550003,159.679993,141.072678,2907035000,0.023745258
5/1/2013,159.330002,169.070007,158.100006,163.449997,144.403381,2781596000,0.023609837
6/1/2013,163.830002,165.990005,155.729996,160.419998,141.726471,3533321800,-0.018537724
7/1/2013,161.259995,169.860001,160.220001,168.710007,149.839127,2330904500,0.057241643
8/1/2013,169.990005,170.970001,163.050003,163.649994,145.345047,2283131700,-0.0299927
9/1/2013,165.229996,173.600006,163.699997,168.009995,149.217392,2226749600,0.026642428
10/1/2013,168.139999,177.509995,164.529999,175.789993,156.888229,2901739000,0.051407124
11/1/2013,176.020004,181.75,174.759995,181,161.537994,1930952900,0.029637437
12/1/2013,181.089996,184.690002,177.320007,184.690002,164.831238,2232775900,0.020386808
1/1/2014,183.979996,184.940002,176.880005,178.179993,159.884537,2530650900,-0.030010701
2/1/2014,177.970001,187.149994,173.710007,186.289993,167.161835,2394184600,0.045515959
3/1/2014,184.649994,189.020004,183.75,187.009995,167.807922,2554084300,0.003865039
4/1/2014,187.619995,189.699997,181.309998,188.309998,169.7202,2345902000,0.011395636
5/1/2014,188.220001,192.800003,186.009995,192.679993,173.658752,1781093800,0.023206148
